사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2022010100100003,2022년 1월 1일 00시,토요일,부산광역시 부산진구 부전동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,이륜,남,32세,중상
2022010100100004,2022년 1월 1일 00시,토요일,부산광역시 강서구 대저1동,중상사고,0,2,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,승용,남,60세,중상
2.02201E+15,2022년 1월 1일 05시,토요일,부산광역시 동래구 명장동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,이륜,남,33세,상해없음,승용,남,56세,상해없음
2022010100100038,2022년 1월 1일 06시,토요일,부산광역시 강서구 대항동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,36세,상해없음,승용,남,26세,경상
2.02201E+15,2022년 1월 1일 14시,토요일,부산광역시 남구 용호동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,55세,기타불명,승용,남,51세,경상
2022010100100151,2022년 1월 1일 14시,토요일,부산광역시 강서구 송정동,중상사고,0,3,0,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승합,남,62세,중상
2022010100100152,2022년 1월 1일 14시,토요일,부산광역시 기장군 장안읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,승용,남,45세,상해없음,보행자,여,67세,경상
2022010100100153,2022년 1월 1일 14시,토요일,부산광역시 기장군 기장읍,경상사고,0,0,6,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,남,57세,상해없음
2022010100100172,2022년 1월 1일 15시,토요일,부산광역시 사하구 장림동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,52세,상해없음,이륜,남,21세,중상
2022010100100173,2022년 1월 1일 15시,토요일,부산광역시 기장군 기장읍,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,20세,상해없음,승용,남,24세,경상
2.02201E+15,2022년 1월 1일 16시,토요일,부산광역시 영도구 동삼동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승용,남,44세,경상
2022010100100201,2022년 1월 1일 16시,토요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,개인형이동수단(PM),남,35세,상해없음,보행자,여,56세,경상
2022010100100251,2022년 1월 1일 18시,토요일,부산광역시 수영구 광안동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,35세,상해없음,승용,남,58세,기타불명
2022010100100252,2022년 1월 1일 18시,토요일,부산광역시 사하구 신평동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,승용,남,70세,상해없음,이륜,남,25세,중상
2022010100100253,2022년 1월 1일 18시,토요일,부산광역시 사상구 주례동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,흐림,단일로 - 기타,승용,남,42세,기타불명,승용,남,63세,경상
2022010100100254,2022년 1월 1일 18시,토요일,부산광역시 기장군 기장읍,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,50세,상해없음,승용,남,27세,경상
2022010100100291,2022년 1월 1일 19시,토요일,부산광역시 수영구 광안동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,이륜,남,22세,상해없음,자전거,남,61세,중상
2022010100100292,2022년 1월 1일 19시,토요일,부산광역시 해운대구 반송동,중상사고,0,1,2,0,차대차 - 기타,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,남,46세,상해없음,이륜,남,39세,중상
2022010100100322,2022년 1월 1일 20시,토요일,부산광역시 수영구 광안동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승용,남,26세,경상
2022010100100323,2022년 1월 1일 20시,토요일,부산광역시 동래구 온천동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,여,41세,상해없음,원동기,남,22세,경상
2022010100100324,2022년 1월 1일 20시,토요일,부산광역시 사하구 괴정동,경상사고,0,0,1,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,63세,기타불명,승용,남,45세,경상
2022010100100325,2022년 1월 1일 20시,토요일,부산광역시 기장군 기장읍,사망사고,1,0,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 고가도로위,승용,남,47세,사망,승용,여,42세,상해없음
2022010100100383,2022년 1월 1일 22시,토요일,부산광역시 부산진구 가야동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,77세,상해없음,이륜,남,27세,경상
2022010100100384,2022년 1월 1일 22시,토요일,부산광역시 부산진구 부암동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,기타,교차로 - 교차로안,승용,남,80세,상해없음,이륜,남,33세,경상
2022010200100007,2022년 1월 2일 01시,일요일,부산광역시 해운대구 중동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,20세,상해없음,이륜,남,22세,중상
2022010200100008,2022년 1월 2일 01시,일요일,부산광역시 사상구 감전동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,20세,중상,화물,여,51세,기타불명
2022010200100029,2022년 1월 2일 07시,일요일,부산광역시 서구 암남동,부상신고사고,0,0,0,1,차량단독 - 전도전복 - 전도,안전운전불이행,건조,맑음,교차로 - 교차로안,원동기,남,29세,부상신고,,,,
2022010200100038,2022년 1월 2일 09시,일요일,부산광역시 동구 초량동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,남,34세,상해없음,보행자,여,68세,중상
2.02201E+15,2022년 1월 2일 10시,일요일,부산광역시 부산진구 전포동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,62세,상해없음,승용,남,42세,경상
2022010200100051,2022년 1월 2일 10시,일요일,부산광역시 금정구 부곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,25세,상해없음,승용,남,28세,경상
2022010200100052,2022년 1월 2일 10시,일요일,부산광역시 금정구 회동동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,16세,경상,,,,
2022010200100062,2022년 1월 2일 11시,일요일,부산광역시 금정구 장전동,중상사고,0,2,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,중상,승용,남,52세,상해없음
2022010200100063,2022년 1월 2일 11시,일요일,부산광역시 사상구 모라동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,54세,기타불명,승용,여,46세,경상
2022010200100082,2022년 1월 2일 12시,일요일,부산광역시 부산진구 전포동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,이륜,남,27세,상해없음,이륜,남,57세,중상
2022010200100102,2022년 1월 2일 13시,일요일,부산광역시 남구 대연동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,36세,상해없음,이륜,남,33세,경상
2022010200100103,2022년 1월 2일 13시,일요일,부산광역시 강서구 성북동,중상사고,0,3,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,59세,상해없음,승용,남,66세,중상
2022010200100128,2022년 1월 2일 14시,일요일,부산광역시 해운대구 우동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,23세,상해없음,자전거,남,66세,경상
2022010200100129,2022년 1월 2일 14시,일요일,부산광역시 해운대구 우동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,41세,경상,승용,남,40세,경상
2.02201E+15,2022년 1월 2일 14시,일요일,부산광역시 강서구 녹산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,58세,상해없음,승용,남,61세,경상
2022010200100164,2022년 1월 2일 15시,일요일,부산광역시 동구 초량동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,60세,상해없음,보행자,여,47세,중상
2022010200100165,2022년 1월 2일 15시,일요일,부산광역시 서구 충무동1가,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,이륜,남,65세,중상,승용,남,27세,상해없음
2022010200100166,2022년 1월 2일 15시,일요일,부산광역시 수영구 망미동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,61세,상해없음,승용,여,46세,중상
2022010200100197,2022년 1월 2일 16시,일요일,부산광역시 사하구 신평동,경상사고,0,0,2,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 지하차도(도로)내,이륜,남,19세,기타불명,승용,남,34세,경상
2022010200100224,2022년 1월 2일 17시,일요일,부산광역시 서구 암남동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,원동기,남,19세,상해없음,승용,여,42세,경상
2022010200100255,2022년 1월 2일 18시,일요일,부산광역시 동래구 온천동,중상사고,0,1,0,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,이륜,남,23세,상해없음,이륜,남,41세,중상
2022010200100321,2022년 1월 2일 20시,일요일,부산광역시 사하구 장림동,경상사고,0,0,2,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,,,,
2022010200100322,2022년 1월 2일 20시,일요일,부산광역시 기장군 정관읍,사망사고,1,0,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,이륜,남,43세,사망
2022010200100323,2022년 1월 2일 20시,일요일,부산광역시 기장군 일광읍,경상사고,0,0,3,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,여,48세,상해없음,승용,남,28세,경상
2022010200100358,2022년 1월 2일 21시,일요일,부산광역시 사상구 감전동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,34세,상해없음,원동기,남,30세,경상
2022010200100386,2022년 1월 2일 22시,일요일,부산광역시 사하구 괴정동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,원동기,남,16세,부상신고,승용,여,30세,상해없음
2022010300100055,2022년 1월 3일 07시,월요일,부산광역시 강서구 대저1동,부상신고사고,0,0,0,2,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,64세,부상신고,화물,남,62세,상해없음
2022010300100091,2022년 1월 3일 08시,월요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,22세,상해없음,화물,남,49세,경상
2022010300100128,2022년 1월 3일 09시,월요일,부산광역시 수영구 남천동,경상사고,0,0,1,0,차대사람 - 차도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,77세,상해없음,보행자,여,55세,경상
2022010300100129,2022년 1월 3일 09시,월요일,부산광역시 남구 대연동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,48세,상해없음,화물,남,51세,상해없음
2.02201E+15,2022년 1월 3일 09시,월요일,부산광역시 강서구 송정동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로부근,건설기계,남,58세,상해없음,보행자,남,65세,중상
2022010300100158,2022년 1월 3일 10시,월요일,부산광역시 사하구 괴정동,중상사고,0,1,0,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,보행자,여,80세,중상
2022010300100159,2022년 1월 3일 10시,월요일,부산광역시 연제구 거제동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,여,39세,상해없음,자전거,남,63세,경상
2.02201E+15,2022년 1월 3일 10시,월요일,부산광역시 연제구 연산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,33세,상해없음,승용,남,65세,경상
2.02201E+15,2022년 1월 3일 11시,월요일,부산광역시 중구 중앙동6가,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,73세,상해없음,승합,남,54세,상해없음
2022010300100191,2022년 1월 3일 11시,월요일,부산광역시 사상구 엄궁동,중상사고,0,2,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,남,60세,중상,승용,남,57세,상해없음
2022010300100221,2022년 1월 3일 12시,월요일,부산광역시 부산진구 전포동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,이륜,남,33세,경상
2022010300100222,2022년 1월 3일 12시,월요일,부산광역시 금정구 부곡동,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로횡단보도내,원동기,남,63세,경상,원동기,남,27세,중상
2022010300100223,2022년 1월 3일 12시,월요일,부산광역시 강서구 명지동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,화물,남,63세,상해없음,승용,남,64세,경상
2022010300100255,2022년 1월 3일 13시,월요일,부산광역시 부산진구 부전동,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,남,64세,상해없음,승합,남,55세,상해없음
2022010300100291,2022년 1월 3일 14시,월요일,부산광역시 수영구 광안동,중상사고,0,1,0,0,차대차 - 추돌,기타,건조,맑음,교차로 - 교차로안,승합,남,71세,상해없음,이륜,남,33세,중상
2022010300100292,2022년 1월 3일 14시,월요일,부산광역시 남구 용당동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,78세,상해없음,화물,남,41세,경상
2022010300100294,2022년 1월 3일 14시,월요일,부산광역시 부산진구 전포동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,54세,상해없음,보행자,남,11세,중상
2022010300100295,2022년 1월 3일 14시,월요일,부산광역시 사하구 다대동,중상사고,0,1,0,0,차대사람 - 기타,기타,건조,맑음,단일로 - 지하차도(도로)내,승합,남,44세,상해없음,보행자,여,74세,중상
2022010300100296,2022년 1월 3일 14시,월요일,부산광역시 강서구 송정동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,특수,남,72세,상해없음,화물,남,50세,중상
2022010300100328,2022년 1월 3일 15시,월요일,부산광역시 수영구 광안동,경상사고,0,0,1,0,차대차 - 측면충돌,기타,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,자전거,여,62세,경상
2022010300100369,2022년 1월 3일 16시,월요일,부산광역시 강서구 생곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,25세,상해없음,승용,여,32세,경상
2022010300100401,2022년 1월 3일 17시,월요일,부산광역시 해운대구 중동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,21세,상해없음,승용,여,57세,경상
2022010300100402,2022년 1월 3일 17시,월요일,부산광역시 강서구 대저1동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,특수,남,48세,상해없음,승용,남,31세,경상
2022010300100521,2022년 1월 3일 19시,월요일,부산광역시 동구 초량동,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,승용,남,70세,경상
2022010300100522,2022년 1월 3일 19시,월요일,부산광역시 수영구 광안동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,기타불명,미분류,기타불명,이륜,남,43세,경상
2022010300100523,2022년 1월 3일 19시,월요일,부산광역시 부산진구 당감동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,51세,상해없음,이륜,남,41세,경상
2022010300100561,2022년 1월 3일 20시,월요일,부산광역시 남구 대연동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,이륜,남,38세,상해없음,이륜,남,32세,경상
2022010300100592,2022년 1월 3일 21시,월요일,부산광역시 동구 좌천동,부상신고사고,0,0,0,1,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,이륜,남,18세,부상신고,승용,남,33세,상해없음
2022010300100593,2022년 1월 3일 21시,월요일,부산광역시 사하구 하단동,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,건조,맑음,단일로 - 기타,승용,여,27세,상해없음,보행자,여,20세,중상
2.02201E+15,2022년 1월 3일 22시,월요일,부산광역시 수영구 민락동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,22세,상해없음,승용,남,59세,경상
2022010300100631,2022년 1월 3일 22시,월요일,부산광역시 해운대구 우동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,56세,상해없음,이륜,남,50세,경상
2022010300100632,2022년 1월 3일 22시,월요일,부산광역시 사상구 모라동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,49세,상해없음,이륜,남,19세,경상
2022010400100006,2022년 1월 4일 02시,화요일,부산광역시 기장군 장안읍,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,50세,상해없음,승용,여,56세,경상
2.02201E+15,2022년 1월 4일 06시,화요일,부산광역시 사상구 감전동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,흐림,단일로 - 기타,화물,남,56세,기타불명,보행자,남,80세,중상
2022010400100038,2022년 1월 4일 07시,화요일,부산광역시 부산진구 범천동,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,57세,경상,승용,남,72세,경상
2022010400100039,2022년 1월 4일 07시,화요일,부산광역시 사상구 괘법동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,자전거,여,64세,중상,승합,남,65세,상해없음
2.02201E+15,2022년 1월 4일 09시,화요일,부산광역시 해운대구 좌동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,여,32세,상해없음,보행자,여,26세,중상
2022010400100111,2022년 1월 4일 09시,화요일,부산광역시 금정구 부곡동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,화물,남,52세,상해없음,승용,남,42세,경상
2022010400100136,2022년 1월 4일 10시,화요일,부산광역시 부산진구 개금동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,58세,상해없음,승용,남,52세,경상
2022010400100172,2022년 1월 4일 11시,화요일,부산광역시 북구 구포동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,48세,상해없음,이륜,남,26세,경상
2022010400100197,2022년 1월 4일 12시,화요일,부산광역시 중구 남포동5가,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,54세,상해없음,이륜,남,66세,상해없음
2022010400100199,2022년 1월 4일 12시,화요일,부산광역시 사하구 다대동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,33세,상해없음,이륜,남,41세,경상
2022010400100261,2022년 1월 4일 14시,화요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,여,61세,상해없음,이륜,남,36세,경상
2022010400100262,2022년 1월 4일 14시,화요일,부산광역시 부산진구 부암동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,53세,상해없음,,,,
2022010400100289,2022년 1월 4일 15시,화요일,부산광역시 기장군 정관읍,중상사고,0,1,0,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,여,47세,상해없음,이륜,남,69세,중상
2022010400100319,2022년 1월 4일 16시,화요일,부산광역시 금정구 장전동,중상사고,0,1,0,4,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,59세,부상신고,승용,남,59세,부상신고
2.02201E+15,2022년 1월 4일 16시,화요일,부산광역시 사하구 장림동,부상신고사고,0,0,0,1,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,61세,상해없음,이륜,남,20세,부상신고
2022010400100356,2022년 1월 4일 17시,화요일,부산광역시 서구 부민동3가,사망사고,1,0,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,50세,상해없음,보행자,남,77세,사망
2022010400100357,2022년 1월 4일 17시,화요일,부산광역시 부산진구 부암동,중상사고,0,1,0,0,차량단독 - 기타,기타,건조,맑음,교차로 - 교차로부근,승합,남,51세,상해없음,,,,
2022010400100358,2022년 1월 4일 17시,화요일,부산광역시 부산진구 개금동,사망사고,1,0,0,0,차대사람 - 횡단중,기타,건조,맑음,교차로 - 교차로안,이륜,남,21세,상해없음,보행자,여,58세,사망
2022010400100359,2022년 1월 4일 17시,화요일,부산광역시 사하구 장림동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,49세,상해없음,승용,여,49세,경상
2022010400100391,2022년 1월 4일 18시,화요일,부산광역시 북구 화명동,중상사고,0,1,0,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,여,33세,상해없음,이륜,남,27세,중상
2022010400100392,2022년 1월 4일 18시,화요일,부산광역시 동래구 온천동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,35세,상해없음,승용,남,27세,경상
2022010400100393,2022년 1월 4일 18시,화요일,부산광역시 해운대구 우동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,여,69세,기타불명,이륜,남,18세,경상
2022010400100394,2022년 1월 4일 18시,화요일,부산광역시 연제구 연산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,38세,상해없음,승용,여,35세,경상
2022010400100439,2022년 1월 4일 19시,화요일,부산광역시 부산진구 범천동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,64세,상해없음,승용,남,44세,경상
2.02201E+15,2022년 1월 4일 19시,화요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대차 - 추돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,이륜,남,26세,경상
2022010400100469,2022년 1월 4일 20시,화요일,부산광역시 해운대구 우동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,흐림,교차로 - 교차로안,승용,남,67세,상해없음,원동기,남,40세,중상
2022010400100495,2022년 1월 4일 21시,화요일,부산광역시 해운대구 송정동,부상신고사고,0,0,0,1,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로부근,이륜,남,32세,부상신고,승용,남,62세,상해없음
2022010400100496,2022년 1월 4일 21시,화요일,부산광역시 연제구 거제동,사망사고,1,0,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,70세,상해없음,기타불명,여,74세,사망
2022010400100526,2022년 1월 4일 22시,화요일,부산광역시 수영구 수영동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,원동기,남,28세,경상
2022010400100539,2022년 1월 4일 23시,화요일,부산광역시 서구 충무동3가,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,66세,상해없음,보행자,남,26세,경상
2.02201E+15,2022년 1월 4일 23시,화요일,부산광역시 부산진구 전포동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,48세,중상,승용,여,30세,상해없음
2022010500100024,2022년 1월 5일 06시,수요일,부산광역시 부산진구 당감동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,36세,상해없음,승용,남,60세,경상
2022010500100034,2022년 1월 5일 07시,수요일,부산광역시 북구 덕천동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,59세,상해없음,승용,남,70세,경상
2022010500100035,2022년 1월 5일 07시,수요일,부산광역시 해운대구 좌동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승용,남,66세,경상
2022010500100055,2022년 1월 5일 08시,수요일,부산광역시 해운대구 반여동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,23세,상해없음,보행자,남,49세,중상
2022010500100056,2022년 1월 5일 08시,수요일,부산광역시 해운대구 좌동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,여,53세,상해없음,자전거,남,17세,중상
2022010500100057,2022년 1월 5일 08시,수요일,부산광역시 금정구 노포동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,34세,상해없음,화물,남,40세,경상
2022010500100127,2022년 1월 5일 11시,수요일,부산광역시 동구 초량동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,41세,상해없음,승용,남,33세,경상
2022010500100148,2022년 1월 5일 12시,수요일,부산광역시 서구 서대신동3가,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,46세,상해없음,승용,여,28세,경상
2022010500100149,2022년 1월 5일 12시,수요일,부산광역시 서구 남부민동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,29세,상해없음,보행자,남,10세,중상
2.02201E+15,2022년 1월 5일 12시,수요일,부산광역시 동래구 안락동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,건설기계,남,58세,상해없음,승용,여,31세,경상
2022010500100151,2022년 1월 5일 12시,수요일,부산광역시 해운대구 반여동,경상사고,0,0,1,1,차대차 - 측면충돌,안전운전불이행,건조,흐림,기타 - 기타,승용,남,74세,부상신고,승용,남,31세,경상
